scene,seed,allocator,fraction,frame,final,rays_fired,returns,rays_per_frame,achieved_fraction,ms_per_frame,elev_mae,elev_rmse,elev_p95,n_compared,n_gt_cells,coverage_recall,coverage,n_extra,trav_precision,trav_recall,trav_f1,unsafe_rate,unknown_on_hazard,n_hazard_cells,n_free_cells,free_coverage,negative_detected,negative_unknown,negative_missed_unsafe,n_negative_cells,positive_detected,positive_unknown,positive_missed_unsafe,n_positive_cells
offroad_course,7,front_roi,0.5,0,False,17214,8163,17214.0,0.262664794921875,25.19945500000631,0.013310259565789075,0.09538874104651067,0.005127144170090879,2679,92419,0.02898754585096138,0.010716,0,1.0,0.0019664196036908183,0.00392512077294686,0.013311148086522463,0.9847224323097867,6611,243389,0.010716,0.0,1.0,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70
offroad_course,7,front_roi,0.75,0,False,20064,9588,20064.0,0.30615234375,28.914597000010644,0.01066040756614651,0.08430625272026265,0.004973079793620054,3430,92419,0.037113580540797886,0.01372,0,1.0,0.0019664196036908183,0.00392512077294686,0.013311148086522463,0.9847224323097867,6611,243389,0.01372,0.0,1.0,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70
offroad_course,7,full,1.0,5,False,393216,187681,65536.0,1.0,17.876691666662243,0.006684247713399118,0.07301205956721027,0.003484510488211211,26018,92419,0.2815221978164663,0.104072,0,0.9206349206349206,0.008773256693389804,0.017380881030866047,0.06716079261836333,0.9240659506882468,6611,243389,0.104072,0.0002058460271716756,0.9868258542610128,0.012968299711815562,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,uniform,0.02,5,False,7680,3840,1280.0,0.01953125,2.0894186666708947,0.0025668293296505565,0.018971425088042268,0.00463960166565107,2732,92419,0.029561021002174878,0.010928,0,1.0,0.0007563152321887763,0.0015114873035066505,0.004386628346694902,0.9948570564211163,6611,243389,0.010928,0.0,0.9987649238369699,0.0012350761630300535,4858,0.07142857142857142,0.9,0.02857142857142857,70
offroad_course,7,uniform,0.05,5,False,19680,9840,3280.0,0.050048828125,4.624733833333987,0.0038178214023078787,0.035804811991220174,0.0045873067299428095,5162,92419,0.055854315671020026,0.020648,0,1.0,0.0015126304643775525,0.0030206917384080953,0.011949780668582665,0.9865375888670398,6611,243389,0.020648,0.0,0.9975298476739399,0.002470152326060107,4858,0.1,0.9,0.0,70
offroad_course,7,uniform,0.1,5,False,33792,16203,5632.0,0.0859375,5.169364333331335,0.003681029460898918,0.03286407496298661,0.004451144795563317,6893,92419,0.07458423051537022,0.027572,0,0.9411764705882353,0.002420208743004084,0.004828002414001207,0.013159885040084708,0.9844199062169112,6611,243389,0.027572,0.0,0.9995883079456567,0.0004116920543433512,4858,0.08571428571428572,0.8857142857142857,0.02857142857142857,70
offroad_course,7,uniform,0.2,5,False,65664,31901,10944.0,0.1669921875,7.353103999998704,0.002930201387884334,0.029000988626543874,0.004204386123939402,10552,92419,0.11417565652084528,0.042208,0,1.0,0.004235365300257147,0.008435005271878295,0.019966722129783693,0.9757979125699592,6611,243389,0.042208,0.0004116920543433512,0.9958830794565665,0.0037052284890901604,4858,0.17142857142857143,0.8285714285714286,0.0,70
offroad_course,7,uniform,0.35,5,False,98304,47762,16384.0,0.25,8.897415833336217,0.002816031441735472,0.02899269723865125,0.00399539182466363,12525,92419,0.13552408054620804,0.0501,0,0.967741935483871,0.004537891393132658,0.00903342366757001,0.023143246104976554,0.9723188625018908,6611,243389,0.0501,0.0002058460271716756,0.9944421572663648,0.005351996706463565,4858,0.2,0.8,0.0,70
offroad_course,7,uniform,0.5,5,False,196608,93842,32768.0,0.5,15.10715433333587,0.006882919163917571,0.07261675853155145,0.0038268688326848557,20495,92419,0.22176175894567135,0.08198,0,0.9655172413793104,0.008470730600514294,0.016794122057279953,0.04991680532445923,0.9416124640750265,6611,243389,0.08198,0.0002058460271716756,0.9911486208316179,0.008645533141210375,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,uniform,0.75,5,False,196608,93842,32768.0,0.5,13.75510699999912,0.006882919163917571,0.07261675853155145,0.0038268688326848557,20495,92419,0.22176175894567135,0.08198,0,0.9655172413793104,0.008470730600514294,0.016794122057279953,0.04991680532445923,0.9416124640750265,6611,243389,0.08198,0.0002058460271716756,0.9911486208316179,0.008645533141210375,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,random,0.02,5,False,7866,3775,1311.0,0.0200042724609375,3.94797750000464,0.006736020006945636,0.0661833863146011,0.00488643315943257,2827,92419,0.030588948160010388,0.011308,0,1.0,0.0009075782786265315,0.0018135106543750944,0.0051429435788836785,0.9939494781424898,6611,243389,0.011308,0.0,0.9991766158913133,0.0008233841086867024,4858,0.05714285714285714,0.9285714285714286,0.014285714285714285,70
offroad_course,7,random,0.05,5,False,19662,9400,3277.0,0.0500030517578125,4.763087999999509,0.006369434913451117,0.06491733137747299,0.004352099386770286,5150,92419,0.05572447224055659,0.0206,0,1.0,0.003630313114506126,0.007234363225320271,0.007865678414763273,0.9885040084707306,6611,243389,0.0206,0.0,0.9995883079456567,0.0004116920543433512,4858,0.11428571428571428,0.8428571428571429,0.04285714285714286,70
offroad_course,7,random,0.1,5,False,39324,18755,6554.0,0.100006103515625,6.44150883332865,0.006777550476924921,0.06871591308719512,0.004378778730437413,7832,92419,0.08474447894913384,0.031328,0,0.95,0.00287399788231735,0.005730659025787966,0.016638935108153077,0.9804870670095296,6611,243389,0.031328,0.0002058460271716756,0.9985590778097982,0.0012350761630300535,4858,0.11428571428571428,0.8285714285714286,0.05714285714285714,70
offroad_course,7,random,0.2,5,False,78642,37553,13107.0,0.1999969482421875,9.047642999992908,0.007780660037189377,0.07582493916822193,0.004218611184212431,11646,92419,0.12601304926476156,0.046584,0,0.9555555555555556,0.006504310996823476,0.012920673076923078,0.027983663590984722,0.9655120254121918,6611,243389,0.046584,0.0002058460271716756,0.9958830794565665,0.003911074516261836,4858,0.2857142857142857,0.7142857142857143,0.0,70
offroad_course,7,random,0.35,5,False,137628,65521,22938.0,0.350006103515625,11.556792333332547,0.007976421890269246,0.07983544729319303,0.004138677386339128,15792,92419,0.17087395448987763,0.063168,0,0.9622641509433962,0.007714415368325518,0.015306122448979591,0.04068975949175616,0.9515958251399184,6611,243389,0.063168,0.0,0.9934129271305063,0.006587072869493619,4858,0.3,0.7,0.0,70
offroad_course,7,random,0.5,5,False,196608,93738,32768.0,0.5,14.443014499998222,0.0074925423474568095,0.07733946822017743,0.0038853547140221935,18993,92419,0.20550968956599833,0.075972,0,0.9272727272727272,0.007714415368325518,0.015301530153015303,0.0459839661170776,0.9463016185145969,6611,243389,0.075972,0.0002058460271716756,0.9938246191848498,0.005969534787978592,4858,0.35714285714285715,0.6428571428571429,0.0,70
offroad_course,7,random,0.75,5,False,294912,140532,49152.0,0.75,19.789717833333498,0.007118760484592439,0.07549801441711883,0.0037582471826291272,22967,92419,0.24850950562113852,0.091868,0,0.9298245614035088,0.008016941461201028,0.015896820635872826,0.05823627287853577,0.9337467856602631,6611,243389,0.091868,0.0,0.9899135446685879,0.010086455331412104,4858,0.4,0.6,0.0,70
offroad_course,7,front_roi,0.02,5,False,7386,3634,1231.0,0.0187835693359375,3.4519810000025095,0.008023460635879848,0.052384919172665946,0.005310290918846078,2106,92419,0.022787522046332463,0.008424,0,0.9333333333333333,0.0021176826501285734,0.004225777241171143,0.011042202389956134,0.9868401149599153,6611,243389,0.008424,0.0,1.0,0.0,4858,0.08571428571428572,0.8857142857142857,0.02857142857142857,70
offroad_course,7,front_roi,0.05,5,False,15072,7230,2512.0,0.038330078125,3.6994381666678087,0.0059111925052918735,0.044550402091887396,0.005255004988393564,3328,92419,0.03600991138185871,0.013312,0,1.0,0.002268945696566329,0.004527618472683369,0.018605354711843897,0.9791256995915898,6611,243389,0.013312,0.0,0.9967064635652532,0.0032935364347468094,4858,0.17142857142857143,0.8285714285714286,0.0,70
offroad_course,7,front_roi,0.1,5,False,29940,14419,4990.0,0.076141357421875,5.306032166662551,0.018966731311376207,0.1247333550766837,0.006087546479249757,5295,92419,0.057293413691989745,0.02118,0,0.9787234042553191,0.006958100136136742,0.013817963352358065,0.036908183330812284,0.956133716533051,6611,243389,0.02118,0.0,0.9940304652120214,0.005969534787978592,4858,0.32857142857142857,0.6714285714285714,0.0,70
offroad_course,7,front_roi,0.2,5,False,46362,22339,7727.0,0.1179046630859375,6.867383166664354,0.01879323782497707,0.12520035664699217,0.005854009573862542,6890,92419,0.07455176965775435,0.02756,0,0.9642857142857143,0.008168204507638784,0.016199190040497975,0.046437755256390864,0.9453940402359704,6611,243389,0.02756,0.0,0.9915603128859612,0.0084396871140387,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,front_roi,0.35,5,False,93912,44539,15652.0,0.23883056640625,10.560641499997322,0.01648606220522993,0.1168265117486076,0.0051656163544486185,10077,92419,0.10903602073166772,0.040308,0,0.9180327868852459,0.008470730600514294,0.016786570743405275,0.06307669036454394,0.9284525790349417,6611,243389,0.040308,0.0002058460271716756,0.9872375463153561,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,front_roi,0.5,5,False,103284,49072,17214.0,0.262664794921875,10.684743166668417,0.015415256308664353,0.11266673894429967,0.004928939951769693,10843,92419,0.11732435970958353,0.043372,0,0.9180327868852459,0.008470730600514294,0.016786570743405275,0.06368174255029496,0.9278475268491907,6611,243389,0.043372,0.0002058460271716756,0.9872375463153561,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,front_roi,0.75,5,False,120384,57622,20064.0,0.30615234375,12.732480666680127,0.012789765078669931,0.1019840275499497,0.004633666252303395,13209,92419,0.1429251560826237,0.052836,0,0.9180327868852459,0.008470730600514294,0.016786570743405275,0.0635304795038572,0.9279987898956285,6611,243389,0.052836,0.0002058460271716756,0.9872375463153561,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,full,1.0,10,False,720896,344243,65536.0,1.0,18.376660454541913,0.004917628184272714,0.06670421465875619,0.0031801770005756708,41210,92419,0.4459039807831723,0.16484,0,0.949468085106383,0.05400090757827863,0.10218978102189782,0.07684162759037967,0.8691574648313417,6611,243389,0.16484,0.006587072869493619,0.977768629065459,0.015644298065047343,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,uniform,0.02,10,False,14080,7040,1280.0,0.01953125,1.4414655454557264,0.0038421603305857375,0.02978079008615252,0.00507332342222536,4567,92419,0.04941624557720815,0.018268,0,1.0,0.009983361064891847,0.019769357495881382,0.01089093934351838,0.9791256995915898,6611,243389,0.018268,0.002470152326060107,0.9952655413750514,0.0022643062988884316,4858,0.11428571428571428,0.8571428571428571,0.02857142857142857,70
offroad_course,7,uniform,0.05,10,False,36080,18040,3280.0,0.050048828125,3.0408987272726957,0.003001958564331987,0.023944921296443145,0.0047537089375076225,8256,92419,0.0893322801588418,0.033024,0,0.9253731343283582,0.018756617758281652,0.03676797627872498,0.018454091665406142,0.9627892905763122,6611,243389,0.033024,0.0037052284890901604,0.9940304652120214,0.0022643062988884316,4858,0.22857142857142856,0.7571428571428571,0.014285714285714285,70
offroad_course,7,uniform,0.1,10,False,61952,29743,5632.0,0.0859375,3.7115980909112007,0.0027516894213523544,0.021149351828272402,0.004600089052388902,10858,92419,0.11748666399766282,0.043432,0,0.94,0.02132808954772349,0.041709806241680226,0.020269248222659204,0.9584026622296173,6611,243389,0.043432,0.004116920543433511,0.9932070811033347,0.0026759983532317825,4858,0.24285714285714285,0.7571428571428571,0.0,70
offroad_course,7,uniform,0.2,10,False,120384,58543,10944.0,0.1669921875,5.603746818180029,0.0023540192350308634,0.019846070968052795,0.004261962557763753,16625,92419,0.17988725262121424,0.0665,0,0.907103825136612,0.02510966570866737,0.04886664704150721,0.0317652397519286,0.9431250945394041,6611,243389,0.0665,0.003911074516261836,0.9919720049403047,0.004116920543433511,4858,0.3142857142857143,0.6714285714285714,0.014285714285714285,70
offroad_course,7,uniform,0.35,10,False,180224,87643,16384.0,0.25,6.889318272726541,0.002181175639493501,0.018908557135404194,0.003952272101355445,19986,92419,0.2162542334368474,0.079944,0,0.925531914893617,0.026319770080169416,0.051183997646712755,0.03736197247012555,0.936318257449705,6611,243389,0.079944,0.004116920543433511,0.9905310827501029,0.005351996706463565,4858,0.35714285714285715,0.6285714285714286,0.014285714285714285,70
offroad_course,7,uniform,0.5,10,False,360448,172123,32768.0,0.5,12.07463145454891,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0,0.946875,0.045832703070639844,0.08743327081229262,0.06035395552866435,0.8938133414006958,6611,243389,0.126696,0.005351996706463565,0.9837381638534376,0.010909839440098806,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,uniform,0.75,10,False,360448,172123,32768.0,0.5,11.358877181818757,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0,0.946875,0.045832703070639844,0.08743327081229262,0.06035395552866435,0.8938133414006958,6611,243389,0.126696,0.005351996706463565,0.9837381638534376,0.010909839440098806,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,random,0.02,10,False,14421,6891,1311.0,0.0200042724609375,2.5414108181859194,0.006615783349133055,0.06523746966920427,0.005161706081996778,4612,92419,0.04990315844144602,0.018448,0,0.9615384615384616,0.011344728482831645,0.022424876663178352,0.012706095900771442,0.9759491756163969,6611,243389,0.018448,0.0022643062988884316,0.9965006175380815,0.0012350761630300535,4858,0.08571428571428572,0.9,0.014285714285714285,70
offroad_course,7,random,0.05,10,False,36047,17159,3277.0,0.0500030517578125,3.2066485454539486,0.0059189680787515644,0.06330193038308107,0.004804818292354761,8236,92419,0.08911587444140275,0.032944,0,0.9538461538461539,0.018756617758281652,0.036789793799139596,0.018907880804719408,0.962335501436999,6611,243389,0.032944,0.003499382461918485,0.9954713874022232,0.0010292301358583778,4858,0.21428571428571427,0.7571428571428571,0.02857142857142857,70
offroad_course,7,random,0.1,10,False,72094,34425,6554.0,0.100006103515625,4.581952363632912,0.007673851832645223,0.08353011122255162,0.004635241541859008,12333,92419,0.1334465856587931,0.049332,0,0.9593908629441624,0.028588715776735742,0.055522914218566394,0.026622296173044926,0.9447889880502194,6611,243389,0.049332,0.004116920543433511,0.9944421572663648,0.001440922190201729,4858,0.2,0.7714285714285715,0.02857142857142857,70
offroad_course,7,random,0.2,10,False,144177,68800,13107.0,0.1999969482421875,6.737363090906001,0.007673165342944802,0.08345778955623682,0.0044724792413059185,18137,92419,0.19624752485960678,0.072548,0,0.9514925373134329,0.03857207684162759,0.07413868294810293,0.037815761609438815,0.9236121615489336,6611,243389,0.072548,0.004734458624948539,0.9913544668587896,0.003911074516261836,4858,0.35714285714285715,0.6285714285714286,0.014285714285714285,70
offroad_course,7,random,0.35,10,False,252318,120005,22938.0,0.350006103515625,9.197567636363146,0.006750875115387329,0.07862474562344829,0.004074430633923012,24675,92419,0.2669905538904338,0.0987,0,0.9551724137931035,0.041899863863258204,0.0802782205477467,0.048857963999394946,0.9092421721373468,6611,243389,0.0987,0.00514615067929189,0.9864141622066694,0.0084396871140387,4858,0.4142857142857143,0.5857142857142857,0.0,70
offroad_course,7,random,0.5,10,False,360448,171977,32768.0,0.5,11.828756999997061,0.0062165882340959105,0.07478941062055448,0.003849554965048504,29724,92419,0.32162217725792314,0.118896,0,0.9453924914675768,0.041899863863258204,0.0802433371958285,0.0588413250642868,0.899258811072455,6611,243389,0.118896,0.004940304652120214,0.9855907780979827,0.009468917249897077,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,random,0.75,10,False,540672,257833,49152.0,0.75,16.940848818181436,0.005511029371543427,0.07065926113202334,0.003554933819039241,36073,92419,0.3903201722589511,0.144292,0,0.9458689458689459,0.05021933141733474,0.09537489227233553,0.06806837089698986,0.8817122976856754,6611,243389,0.144292,0.006587072869493619,0.9806504734458625,0.012762453684643887,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,front_roi,0.02,10,False,13541,6698,1231.0,0.0187835693359375,2.2922870909098947,0.005703086004729322,0.038256343158938416,0.005772708035954414,3538,92419,0.038282171414968785,0.014152,0,0.9052631578947369,0.013008621993646953,0.025648672830301224,0.016336409015277567,0.9706549689910755,6611,243389,0.014152,0.002470152326060107,0.9950596953478797,0.002470152326060107,4858,0.24285714285714285,0.7571428571428571,0.0,70
offroad_course,7,front_roi,0.05,10,False,27632,13306,2512.0,0.038330078125,2.6235498181857895,0.005603146727314397,0.04099807355161952,0.005585215798818986,5638,92419,0.06100477174606953,0.022552,0,0.8814814814814815,0.018000302526092877,0.0352801660243107,0.02768113749810921,0.954318559975798,6611,243389,0.022552,0.002881844380403458,0.993001235076163,0.004116920543433511,4858,0.3142857142857143,0.6714285714285714,0.014285714285714285,70
offroad_course,7,front_roi,0.1,10,False,54890,26491,4990.0,0.076141357421875,4.004445727273068,0.017782642885289964,0.13194662326641052,0.005840308772814853,8589,92419,0.09293543535420205,0.034356,0,0.9357429718875502,0.03524428981999698,0.06793002915451896,0.04386628346694903,0.920889426713054,6611,243389,0.034356,0.005351996706463565,0.9868258542610128,0.007822149032523672,4858,0.4,0.6,0.0,70
offroad_course,7,front_roi,0.2,10,False,84997,41034,7727.0,0.1179046630859375,5.308303090910985,0.015931880312182657,0.12436741103947588,0.005560006991434994,11113,92419,0.12024583689501077,0.044452,0,0.9430604982206405,0.04008470730600514,0.07690075449796867,0.05702616850703373,0.9028891241869611,6611,243389,0.044452,0.006381226842321943,0.9843557019349527,0.009263071222725402,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,front_roi,0.35,10,False,172172,81810,15652.0,0.23883056640625,8.493374636362784,0.012286523119340906,0.10638281973109412,0.004955670100380988,16335,92419,0.17674936971834795,0.06534,0,0.9406528189910979,0.047950385720768415,0.09124928036845135,0.07411889275450008,0.8779307215247315,6611,243389,0.06534,0.006587072869493619,0.9779744750926307,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,front_roi,0.5,10,False,189354,90119,17214.0,0.262664794921875,8.931545181819832,0.011472866571258952,0.10233226472313368,0.004797981154234873,17644,92419,0.19091312392473408,0.070576,0,0.9441176470588235,0.048555437906519436,0.09236081139404402,0.07442141884737559,0.877023143246105,6611,243389,0.070576,0.006792918896665294,0.977768629065459,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,front_roi,0.75,10,False,220704,105794,20064.0,0.30615234375,10.54655490909795,0.009679440843368853,0.093484261984656,0.004587471144753629,21068,92419,0.22796178275030027,0.084272,0,0.9475138121546961,0.051883224928150055,0.09837946364548976,0.07381636666162457,0.8743004084102254,6611,243389,0.084272,0.006792918896665294,0.977768629065459,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,full,1.0,15,False,1048576,501781,65536.0,1.0,18.60388331249574,0.0035090521910911255,0.053823453448141045,0.0027704773308032697,53202,92419,0.5756608489596295,0.212808,0,0.9689807976366323,0.09922855846316744,0.1800219538968167,0.07517773407956437,0.8255937074572682,6611,243389,0.212808,0.02140798682585426,0.9590366405928366,0.01955537258130918,4858,0.5571428571428572,0.44285714285714284,0.0,70
offroad_course,7,uniform,0.02,15,False,20480,10240,1280.0,0.01953125,1.196608375000352,0.007270882067234068,0.05373959013901353,0.005577988154629248,6389,92419,0.06913080643590604,0.025556,0,0.9865470852017937,0.033277870216306155,0.06438396254023998,0.009832098018454092,0.9568900317652398,6611,243389,0.025556,0.006175380815150268,0.9907369287772746,0.003087690407575134,4858,0.18571428571428572,0.7714285714285715,0.04285714285714286,70
offroad_course,7,uniform,0.05,15,False,52480,26240,3280.0,0.050048828125,2.520691375000439,0.005696956129803954,0.045915122749837674,0.004977314161570574,11182,92419,0.1209924366201755,0.044728,0,0.9514285714285714,0.0503705944637725,0.09567590863381696,0.024655876569354106,0.9249735289668733,6611,243389,0.044728,0.0084396871140387,0.9862083161794978,0.005351996706463565,4858,0.3142857142857143,0.6857142857142857,0.0,70
