control,is_ditch,ratio,measured,predicted,dz,rise_before,horiz_near,have_prev
0,1,4.001021358253343,3.7978474005952343,0.9492194768620767,-0.8592765359348966,0.00900166957061688,5.179474630107558,1.0
0,1,4.176290986136241,3.9533761275089283,0.9466237244082587,-0.9069741147395587,0.010302047810393726,5.1653107467188235,1.0
0,1,6.602855615145812,4.723221133672062,0.7153300645917211,-1.4305247309138154,0.0,4.456906740871586,0.0
0,1,6.724118586936052,4.797354811231041,0.7134548192757305,-1.4576543714326415,0.0,4.445222912799301,0.0
0,1,6.233058890337565,4.435633295449357,0.7116302562655773,-1.3291974142333707,0.0,4.433854863864104,0.0
0,1,6.576851685478504,4.234291098888586,0.643817331054884,-1.2815372054914653,0.0,4.011342378439264,0.0
0,1,7.047395747060175,4.540807303425933,0.6443241541132599,-1.3907602309061142,0.0,4.014500169810151,0.0
0,1,7.564453464721551,4.878560687313751,0.644932341783311,-1.5110964707852519,0.0,4.018289519455218,0.0
0,1,5.598409089449548,4.728211736939668,0.8445634574740517,-1.171486038090715,0.03652727810832383,4.60841260438905,1.0
0,1,5.428306574525224,4.5928755970575,0.8460973111967623,-1.1301997848042193,0.03480290386687771,4.61678217184603,1.0
0,1,5.225018829591148,4.430738277540911,0.8479851311631754,-1.0807222968926058,0.03230475449279523,4.627083177946927,1.0
0,1,5.03623568098949,4.28105180949987,0.8500499342514396,-1.0349471693326606,0.029455636809493313,4.638349903369783,1.0
0,1,3.1673939456490308,4.127423072221995,1.3030974810985327,-0.7004447547694943,0.012230330186863758,6.024694754948938,1.0
0,1,3.3763739892883993,4.386600888233922,1.2992046799763544,-0.7656873863147688,0.013361699368088988,6.006696916074231,1.0
0,1,3.5568405847542977,4.607973100969409,1.295524213460841,-0.821501407624359,0.01295808715471625,5.989680777501785,1.0
0,1,3.404384817938762,4.398415151723963,1.2919853033497701,-0.7704078099889236,0.012323119195470345,5.973319105797508,1.0
0,1,3.1917853930209286,4.112896195293769,1.288587949643142,-0.7004404530184836,0.010927677192925062,5.957611900961402,1.0
0,1,4.590402777826899,4.207542933608936,0.9165955880675009,-0.9927003142323627,-0.0020669040883502,5.001460368426423,1.0
0,1,4.401692263571401,4.01873152897628,0.9129969312565259,-0.9368316740939795,-0.0008339498213278878,4.981824075546587,1.0
0,1,4.229211481297977,3.8462871230413347,0.9094572688195012,-0.8858822743192056,0.0004394417062311158,4.962509689107404,1.0
0,1,4.072360071729112,3.6892226885084094,0.9059176063824769,-0.8395721777117562,0.0017307463297136366,4.943195302668221,1.0
0,1,3.929006861683841,3.5459127121939424,0.9024959326933532,-0.7973754643058895,0.0028925042970299884,4.924524729110345,1.0
0,1,3.7994851620603622,3.4160193066769846,0.8990742590042294,-0.7592258025991787,0.004069687572653241,4.905854155552467,1.0
0,1,3.681288290575101,3.297589725339882,0.8957705740630064,-0.7244985640478523,0.005310162234237371,4.887827394875896,1.0
0,1,3.574682847787257,3.190286080761691,0.8924668891217835,-0.6931274171494857,0.006366962217692788,4.869800634199326,1.0
0,1,3.4781011666454735,3.0928047661994977,0.889222198554511,-0.6647013390541627,0.007663168098238968,4.852095779963406,1.0
0,1,3.391083564112517,3.004823875212648,0.8860954967351394,-0.6391054326460559,0.010871418746189316,4.835034738608798,1.0
0,1,3.313611284790059,2.926010847373629,0.8830277892897183,-0.6162571778849373,0.01417663366453383,4.818295603694837,1.0
0,1,5.119616022162138,3.4222018606872817,0.668448931691952,-0.9828889058749042,0.0,4.16481103906443,0.0
0,1,5.028905466028176,3.3544299436503415,0.6670298271284997,-0.959205792343879,0.0,4.155969223225943,0.0
0,1,4.949531084158852,3.2947118149332946,0.6656614048708848,-0.9383792038231153,0.0,4.147443186524546,0.0
0,1,4.880127449712258,3.242081755214178,0.6643436649191072,-0.9200644489651251,0.0,4.139232928960236,0.0
0,1,4.822100207059437,3.197177450070737,0.66302592496733,-0.904507224887033,0.0,4.131022671395925,0.0
0,1,4.773215074290573,3.1587174010439165,0.6617588673213904,-0.8912320402400558,0.0,4.123128192968705,0.0
0,1,4.735351982167606,3.127661200152115,0.6604918096754507,-0.8805994892571485,0.0,4.115233714541487,0.0
0,1,4.706268711595964,3.102727348936291,0.6592754343353487,-0.8721340805895268,0.0,4.107655015251355,0.0
0,1,4.68650980266535,3.0842377538370878,0.658109741301084,-0.8659507113530203,0.0,4.100392095098311,0.0
0,1,4.67563949217115,3.071870508413859,0.6569947305726569,-0.8619344844317995,0.0,4.093444954082356,0.0
0,1,4.675039043702368,3.0662632982443467,0.6558797198442301,-0.8603310969429907,0.0,4.086497813066403,0.0
0,1,4.682932886859458,3.06645653131015,0.6548153914216408,-0.8607799546536381,0.0,4.079866451187537,0.0
0,1,4.699853030552851,3.0727721140519257,0.653801745304889,-0.8633959546795713,0.0,4.0735508684457615,0.0
