scene,seed,allocator,fraction,frame,final,rays_fired,returns,rays_per_frame,achieved_fraction,ms_per_frame,elev_mae,elev_rmse,elev_p95,n_compared,n_gt_cells,coverage_recall,coverage,n_extra
offroad_course,7,uniform,0.1,10,False,61952,29743,5632.0,0.0859375,3.5163516363354574,0.0027516894213523544,0.021149351828272402,0.004600089052388902,10858,92419,0.11748666399766282,0.043432,0
offroad_course,7,uniform,0.2,10,False,120384,58543,10944.0,0.1669921875,5.474117818183996,0.0023540192350308634,0.019846070968052795,0.004261962557763753,16625,92419,0.17988725262121424,0.0665,0
offroad_course,7,uniform,0.35,10,False,180224,87643,16384.0,0.25,7.3090264545705645,0.002181175639493501,0.018908557135404194,0.003952272101355445,19986,92419,0.2162542334368474,0.079944,0
offroad_course,7,uniform,0.5,10,False,360448,172123,32768.0,0.5,11.620803818149481,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0
offroad_course,7,uniform,0.75,10,False,360448,172123,32768.0,0.5,11.697652909085512,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0
offroad_course,7,random,0.02,10,False,14421,6891,1311.0,0.0200042724609375,3.3084061818003234,0.006615783349133055,0.06523746966920427,0.005161706081996778,4612,92419,0.04990315844144602,0.018448,0
offroad_course,7,random,0.05,10,False,36047,17159,3277.0,0.0500030517578125,4.138645636368727,0.0059189680787515644,0.06330193038308107,0.004804818292354761,8236,92419,0.08911587444140275,0.032944,0
offroad_course,7,random,0.1,10,False,72094,34425,6554.0,0.100006103515625,5.404420636357992,0.007673851832645223,0.08353011122255162,0.004635241541859008,12333,92419,0.1334465856587931,0.049332,0
offroad_course,7,random,0.2,10,False,144177,68800,13107.0,0.1999969482421875,7.053842636382384,0.007673165342944802,0.08345778955623682,0.0044724792413059185,18137,92419,0.19624752485960678,0.072548,0
offroad_course,7,random,0.35,10,False,252318,120005,22938.0,0.350006103515625,9.499572545419968,0.006750875115387329,0.07862474562344829,0.004074430633923012,24675,92419,0.2669905538904338,0.0987,0
offroad_course,7,random,0.5,10,False,360448,171977,32768.0,0.5,11.890043909075262,0.0062165882340959105,0.07478941062055448,0.003849554965048504,29724,92419,0.32162217725792314,0.118896,0
offroad_course,7,random,0.75,10,False,540672,257833,49152.0,0.75,16.960614181843166,0.005511029371543427,0.07065926113202334,0.003554933819039241,36073,92419,0.3903201722589511,0.144292,0
offroad_course,7,full,1.0,15,False,1048576,501781,65536.0,1.0,19.00320043742454,0.0035090521910911255,0.053823453448141045,0.0027704773308032697,53202,92419,0.5756608489596295,0.212808,0
offroad_course,7,uniform,0.02,15,False,20480,10240,1280.0,0.01953125,1.7555231874979427,0.007270882067234068,0.05373959013901353,0.005577988154629248,6389,92419,0.06913080643590604,0.025556,0
offroad_course,7,uniform,0.05,15,False,52480,26240,3280.0,0.050048828125,1.8965598124793814,0.005696956129803954,0.045915122749837674,0.004977314161570574,11182,92419,0.1209924366201755,0.044728,0
offroad_course,7,uniform,0.1,15,False,90112,43530,5632.0,0.0859375,3.419067562475675,0.0028262111587238343,0.01936262053650813,0.0045825705404854925,14799,92419,0.16012941061902855,0.059196,0
offroad_course,7,uniform,0.2,15,False,175104,85513,10944.0,0.1669921875,5.162577687499947,0.0038479458250226667,0.038363267649837614,0.004146120081800736,22036,92419,0.23843581947435052,0.088144,0
offroad_course,7,uniform,0.35,15,False,262144,128015,16384.0,0.25,6.748809875020356,0.0035035891497245267,0.037099492430402135,0.003845426500670295,26577,92419,0.2875707376188879,0.106308,0
offroad_course,7,uniform,0.5,15,False,524288,250895,32768.0,0.5,11.147245499969927,0.004410586193922605,0.05903348261293331,0.0035980682637869995,40819,92419,0.44167324900723876,0.163276,0
offroad_course,7,uniform,0.75,15,False,524288,250895,32768.0,0.5,11.292304250005714,0.004410586193922605,0.05903348261293331,0.0035980682637869995,40819,92419,0.44167324900723876,0.163276,0
offroad_course,7,random,0.02,15,False,20976,10058,1311.0,0.0200042724609375,2.763829937492801,0.007178643207543613,0.06501424631436523,0.0056306161902376466,6367,92419,0.06889276014672308,0.025468,0
offroad_course,7,random,0.05,15,False,52432,24986,3277.0,0.0500030517578125,3.55226149999055,0.005994680841598612,0.060117313919760045,0.004977958681249416,11162,92419,0.12077603090273645,0.044648,0
offroad_course,7,random,0.1,15,False,104864,50241,6554.0,0.100006103515625,4.716628312522175,0.006800616419751472,0.07281627959135302,0.004544782768616495,16485,92419,0.17837241259914086,0.06594,0
offroad_course,7,random,0.2,15,False,209712,100163,13107.0,0.1999969482421875,6.435090250036524,0.005997085195801302,0.06892494390823194,0.004203433803804391,24061,92419,0.2603468983650548,0.096244,0
offroad_course,7,random,0.35,15,False,367008,175198,22938.0,0.350006103515625,8.876443374973064,0.005344400391920327,0.06554392779683905,0.0038772114666028546,32268,92419,0.34914898451617093,0.129072,0
offroad_course,7,random,0.5,15,False,524288,250729,32768.0,0.5,11.145698312503782,0.004657777648107692,0.060957887101037646,0.003621697494681482,38620,92419,0.4178794403748147,0.15448,0
offroad_course,7,random,0.75,15,False,786432,376057,49152.0,0.75,16.29043818753928,0.004068990651713169,0.05729919031168713,0.0032469499088785777,46742,92419,0.5057618022268149,0.186968,0
offroad_course,7,full,1.0,20,False,1376256,660399,65536.0,1.0,19.49049328566486,0.0028402591919485165,0.045761876004163836,0.002472670353105903,63823,92419,0.6905831052056395,0.255292,0
offroad_course,7,uniform,0.02,20,False,26880,13440,1280.0,0.01953125,1.5512017142836634,0.010610010611464113,0.0758744900381229,0.005970732251941864,8029,92419,0.08687607526590853,0.032116,0
offroad_course,7,uniform,0.05,20,False,68880,34440,3280.0,0.050048828125,1.7740676190398863,0.00781208676524786,0.06487368359496838,0.0050768473948883085,13694,92419,0.14817299473052079,0.054776,0
offroad_course,7,uniform,0.1,20,False,118272,57584,5632.0,0.0859375,3.2205857142647196,0.0023448575423110486,0.01436428526258523,0.004486807084258786,18525,92419,0.20044579577792446,0.0741,0
offroad_course,7,uniform,0.2,20,False,229824,112839,10944.0,0.1669921875,4.852570809513661,0.004970622035118935,0.05224195895655211,0.004250858142583707,27128,92419,0.2935327151343338,0.108512,0
offroad_course,7,uniform,0.35,20,False,344064,168925,16384.0,0.25,6.23379800001766,0.004575046184301861,0.05086041126536675,0.0038838280744855178,32768,92419,0.3545591274521473,0.131072,0
offroad_course,7,uniform,0.5,20,False,688128,330205,32768.0,0.5,10.668525428551826,0.003802008009071694,0.05122173255129593,0.0035780051140371118,48946,92419,0.5296097122885987,0.195784,0
offroad_course,7,uniform,0.75,20,False,688128,330205,32768.0,0.5,10.913580047621334,0.003802008009071694,0.05122173255129593,0.0035780051140371118,48946,92419,0.5296097122885987,0.195784,0
offroad_course,7,random,0.02,20,False,27531,13159,1311.0,0.0200042724609375,2.462710238097272,0.007137254568481663,0.06395328755871019,0.005556800802034925,8056,92419,0.08716822298445125,0.032224,0
offroad_course,7,random,0.05,20,False,68817,32862,3277.0,0.0500030517578125,3.173650999997335,0.006347164727721479,0.061240247865028394,0.004855494537074533,13764,92419,0.14893041474155747,0.055056,0
offroad_course,7,random,0.1,20,False,137634,66218,6554.0,0.100006103515625,4.27065076192299,0.006507131409282333,0.06796729271520587,0.004531785164218998,20144,92419,0.21796383860461593,0.080576,0
offroad_course,7,random,0.2,20,False,275247,131793,13107.0,0.1999969482421875,5.974419714318303,0.0054625891852811415,0.0621723786196897,0.004239070553694826,29192,92419,0.3158657851740443,0.116768,0
offroad_course,7,random,0.35,20,False,481698,230739,22938.0,0.350006103515625,8.367885571422969,0.004673501186565321,0.057529746297681955,0.003896422236798258,39101,92419,0.42308399787922396,0.156404,0
offroad_course,7,random,0.5,20,False,688128,330051,32768.0,0.5,10.707860190493756,0.004073870648525104,0.05318618805841671,0.003578112309820105,46558,92419,0.5037708696263755,0.186232,0
offroad_course,7,random,0.75,20,False,1032192,495008,49152.0,0.75,16.188097571460144,0.0033558272595379758,0.048617453371676354,0.0031038826854537837,56237,92419,0.6085004165810061,0.224948,0
offroad_course,7,full,1.0,25,False,1703936,820960,65536.0,1.0,19.47576715382673,0.0023872424297430106,0.042601718545845636,0.0021951652592545156,71922,92419,0.7782166004825848,0.287688,0
offroad_course,7,uniform,0.02,25,False,33280,16643,1280.0,0.01953125,1.3957685384691734,0.014078305199052527,0.09785637329256852,0.006934332099441993,9336,92419,0.10101818890055075,0.037344,0
offroad_course,7,uniform,0.05,25,False,85280,42746,3280.0,0.050048828125,1.6851122692199938,0.009233997385069956,0.07794004685936863,0.005466201448066965,15727,92419,0.1701706359082007,0.062908,0
offroad_course,7,uniform,0.1,25,False,146432,71719,5632.0,0.0859375,2.9885161923088024,0.0033901358199736505,0.02909546519576023,0.0047937032350357555,21602,92419,0.23373981540592303,0.086408,0
offroad_course,7,uniform,0.2,25,False,284544,140366,10944.0,0.1669921875,4.5932183846056995,0.005359425209099106,0.05972003379535005,0.004450774091783497,31360,92419,0.33932416494443784,0.12544,0
offroad_course,7,uniform,0.35,25,False,425984,210137,16384.0,0.25,5.885018500005292,0.004445588451041838,0.05397633232934401,0.0039453021655318195,37730,92419,0.40824938594877674,0.15092,0
offroad_course,7,uniform,0.5,25,False,851968,410483,32768.0,0.5,10.283698307681824,0.003314141385221151,0.047762439383185175,0.003525843662490701,55419,92419,0.5996494227377487,0.221676,0
offroad_course,7,uniform,0.75,25,False,851968,410483,32768.0,0.5,10.485716615396367,0.003314141385221151,0.047762439383185175,0.003525843662490701,55419,92419,0.5996494227377487,0.221676,0
offroad_course,7,random,0.02,25,False,34086,16373,1311.0,0.0200042724609375,2.2041279999991903,0.00818567688035662,0.0695730605308931,0.006225267202613958,9450,92419,0.10225170148995337,0.0378,0
offroad_course,7,random,0.05,25,False,85202,40912,3277.0,0.0500030517578125,2.8575225769075656,0.007566732993987509,0.07092845051396278,0.005314296473372219,16007,92419,0.17320031595234747,0.064028,0
offroad_course,7,random,0.1,25,False,170404,82281,6554.0,0.100006103515625,3.9180151538682995,0.006704239286292972,0.0690897985011632,0.004836833239740448,23267,92419,0.25175559138272435,0.093068,0
offroad_course,7,random,0.2,25,False,340782,163826,13107.0,0.1999969482421875,5.585256153879597,0.0051765880677271895,0.05980462643409617,0.004383710012003091,33480,92419,0.3622631709929776,0.13392,0
offroad_course,7,random,0.35,25,False,596388,286937,22938.0,0.350006103515625,7.970133538457538,0.004076973728805684,0.05289471491979535,0.003940924645401226,44497,92419,0.48147026044428093,0.177988,0
offroad_course,7,random,0.5,25,False,851968,410544,32768.0,0.5,10.30065234617548,0.003573839084376474,0.049704549280797095,0.003618222138954897,52958,92419,0.573020699206873,0.211832,0
offroad_course,7,random,0.75,25,False,1277952,615632,49152.0,0.75,15.872084230793986,0.0028802382189832398,0.045302925904698775,0.002978632619067278,63633,92419,0.6885272508899685,0.254532,0
offroad_course,7,full,1.0,30,False,2031616,979867,65536.0,1.0,19.251991129016048,0.0018431596956750478,0.037251703558468144,0.0016055587090457568,80072,92419,0.8664019303389996,0.320288,0
offroad_course,7,uniform,0.02,30,False,39680,19843,1280.0,0.01953125,1.2830852903364083,0.014326149129774594,0.10803491143005725,0.007339934122801634,11019,92419,0.11922873002304721,0.044076,0
offroad_course,7,uniform,0.05,30,False,101680,50946,3280.0,0.050048828125,1.620519677412484,0.009537730166017116,0.08809954446447121,0.005581422228734937,18293,92419,0.1979354894556314,0.073172,0
offroad_course,7,uniform,0.1,30,False,174592,85777,5632.0,0.0859375,2.8459708064547744,0.005466733185882048,0.053099618363665974,0.004968350599973216,25295,92419,0.2736991311310445,0.10118,0
offroad_course,7,uniform,0.2,30,False,339264,167697,10944.0,0.1669921875,4.407265064518499,0.004727179284030705,0.05582364715966098,0.004409356829186556,36071,92419,0.3902985316872072,0.144284,0
offroad_course,7,uniform,0.35,30,False,507904,251053,16384.0,0.25,5.637475096774882,0.003895398156798679,0.050403032626926796,0.0038534655698940386,43176,92419,0.46717666280743136,0.172704,0
offroad_course,7,uniform,0.5,30,False,1015808,489937,32768.0,0.5,9.97048858063511,0.002786627841567721,0.042061968248623016,0.003326240151527604,62181,92419,0.6728161958038932,0.248724,0
offroad_course,7,uniform,0.75,30,False,1015808,489937,32768.0,0.5,10.179842645173618,0.002786627841567721,0.042061968248623016,0.003326240151527604,62181,92419,0.6728161958038932,0.248724,0
offroad_course,7,random,0.02,30,False,40641,19549,1311.0,0.0200042724609375,2.0335680967784886,0.008782802029060469,0.07345874074489024,0.006558285282649082,11136,92419,0.12049470347006568,0.044544,0
offroad_course,7,random,0.05,30,False,101587,48920,3277.0,0.0500030517578125,2.647223483864441,0.007781574675942039,0.07324077163361786,0.005481171683809065,18786,92419,0.2032698903905041,0.075144,0
offroad_course,7,random,0.1,30,False,203174,98101,6554.0,0.100006103515625,3.7181171935645256,0.006223751128672356,0.06456706301269693,0.004920470272676392,26945,92419,0.29155260281976647,0.10778,0
offroad_course,7,random,0.2,30,False,406317,195602,13107.0,0.1999969482421875,5.334963129070597,0.004509114449061551,0.052880907549691415,0.004423702913242497,38407,92419,0.41557471948408875,0.153628,0
offroad_course,7,random,0.35,30,False,711078,342511,22938.0,0.350006103515625,7.699335709672126,0.0035342464666851705,0.04700015865821586,0.003886566264714799,50470,92419,0.5460998279574546,0.20188,0
offroad_course,7,random,0.5,30,False,1015808,489906,32768.0,0.5,10.008448741950081,0.002961252191424525,0.04326508191044295,0.003445895820936117,59662,92419,0.6455598956924442,0.238648,0
offroad_course,7,random,0.75,30,False,1523712,735031,49152.0,0.75,15.526302903246629,0.0023431066501654633,0.0397087100643193,0.0026824999218280493,71240,92419,0.770837165517913,0.28496,0
offroad_course,7,full,1.0,35,False,2359296,1138812,65536.0,1.0,19.17561713887987,0.0012141938826437926,0.02728636172957595,0.0006686621888543909,87331,92419,0.9449463854835045,0.349324,0
offroad_course,7,uniform,0.02,35,False,46080,23043,1280.0,0.01953125,1.2011607777885223,0.012742536681173892,0.09874868795183404,0.007500725433963193,12647,92419,0.13684415542258627,0.050588,0
offroad_course,7,uniform,0.05,35,False,118080,59146,3280.0,0.050048828125,1.560701388882535,0.007172748955636258,0.06484918453957077,0.005674780859842356,20778,92419,0.22482389984743398,0.083112,0
offroad_course,7,uniform,0.1,35,False,202752,99826,5632.0,0.0859375,2.7309060555656592,0.00501778056764808,0.04774594948676049,0.004984814938817861,28481,92419,0.30817256191908593,0.113924,0
offroad_course,7,uniform,0.2,35,False,393984,195013,10944.0,0.1669921875,4.280035805562774,0.003596637960990347,0.03979450450139862,0.004281672420343047,40444,92419,0.4376156418052565,0.161776,0
offroad_course,7,uniform,0.35,35,False,589824,291949,16384.0,0.25,5.472489361118783,0.0029629698217340265,0.03567851663488787,0.0037380225137288153,48247,92419,0.5220463324641037,0.192988,0
offroad_course,7,uniform,0.5,35,False,1179648,569411,32768.0,0.5,9.798335222215984,0.002060393602289025,0.030571235729998116,0.002978756109049115,68225,92419,0.7382140036139755,0.2729,0
offroad_course,7,uniform,0.75,35,False,1179648,569411,32768.0,0.5,10.020922722238387,0.002060393602289025,0.030571235729998116,0.002978756109049115,68225,92419,0.7382140036139755,0.2729,0
offroad_course,7,random,0.02,35,False,47196,22719,1311.0,0.0200042724609375,2.0179587499961196,0.009617429962602276,0.07377851987283557,0.007374021514785472,12818,92419,0.13869442430669018,0.051272,0
offroad_course,7,random,0.05,35,False,117972,56878,3277.0,0.0500030517578125,2.4674525833334986,0.0066252755110671035,0.05718762739119404,0.005665560847318659,21363,92419,0.23115376708252633,0.085452,0
offroad_course,7,random,0.1,35,False,235944,113918,6554.0,0.100006103515625,3.5280521944527106,0.0049167487454855234,0.04734083725588282,0.004923730442971286,30421,92419,0.3291639165106742,0.121684,0
offroad_course,7,random,0.2,35,False,471852,227428,13107.0,0.1999969482421875,5.141879750024398,0.0034170814032644242,0.03769644712242574,0.004309355257077763,42871,92419,0.46387647561648576,0.171484,0
offroad_course,7,random,0.35,35,False,825768,398076,22938.0,0.350006103515625,7.5005056388906475,0.002641947071620347,0.033893376892766496,0.0036507306993573737,55879,92419,0.604626754238847,0.223516,0
offroad_course,7,random,0.5,35,False,1179648,569470,32768.0,0.5,9.829067361124544,0.002206774341038743,0.0315193717808842,0.003120041979248471,65655,92419,0.7104058689230569,0.26262,0
offroad_course,7,random,0.75,35,False,1769472,854361,49152.0,0.75,15.354927305578611,0.0016672193033362408,0.028985316470795865,0.0021976784008675716,77948,92419,0.8434196431469719,0.311792,0
offroad_course,7,full,1.0,39,True,2621440,1266179,65536.0,1.0,19.22884494998698,0.0,0.0,0.0,92419,92419,1.0,0.369676,0
offroad_course,7,uniform,0.02,39,True,51200,25603,1280.0,0.01953125,1.2707625750067564,0.009009057136716443,0.06507847252224001,0.007549662734955126,13827,92419,0.14961209275149048,0.055308,0
offroad_course,7,uniform,0.05,39,True,131200,65706,3280.0,0.050048828125,1.5331397749946518,0.004552798211320807,0.03530732266000887,0.005528081730373592,22426,92419,0.2426557309644121,0.089704,0
offroad_course,7,uniform,0.1,39,True,225280,111057,5632.0,0.0859375,2.6876771250158527,0.0030140740822744475,0.022957747633298366,0.004864202081509246,30659,92419,0.33173914454819897,0.122636,0
offroad_course,7,uniform,0.2,39,True,437760,216858,10944.0,0.1669921875,4.207209300005843,0.0018324918798499215,0.012728327893560066,0.00418919595982542,43176,92419,0.46717666280743136,0.172704,0
offroad_course,7,uniform,0.35,39,True,655360,324652,16384.0,0.25,5.395623600009003,0.001341680376389315,0.00803888729767257,0.0035831205681401876,51462,92419,0.5568335515424317,0.205848,0
offroad_course,7,uniform,0.5,39,True,1310720,633096,32768.0,0.5,9.735244074994398,0.0007724187039807914,0.004417498359818512,0.002781823771684954,72438,92419,0.7837998679925123,0.289752,0
offroad_course,7,uniform,0.75,39,True,1310720,633096,32768.0,0.5,10.430890200018439,0.0007724187039807914,0.004417498359818512,0.002781823771684954,72438,92419,0.7837998679925123,0.289752,0
offroad_course,7,random,0.02,39,True,52440,25234,1311.0,0.0200042724609375,1.9722128250066362,0.009840557899394552,0.07654052608864625,0.007618253375175632,14018,92419,0.15167876735303346,0.056072,0
offroad_course,7,random,0.05,39,True,131080,63280,3277.0,0.0500030517578125,2.448980374998655,0.005261080660563153,0.04109495041092062,0.005638720852133086,23072,92419,0.24964563563769354,0.092288,0
offroad_course,7,random,0.1,39,True,262160,126622,6554.0,0.100006103515625,3.553526850015487,0.003156071202421334,0.02411576524890917,0.0048625826070150145,32588,92419,0.35261147599519577,0.130352,0
offroad_course,7,random,0.2,39,True,524280,252923,13107.0,0.1999969482421875,5.289712200021768,0.0019421396770802606,0.015110592679186694,0.004190842350109469,45746,92419,0.4949847974983499,0.182984,0
offroad_course,7,random,0.35,39,True,917520,442859,22938.0,0.350006103515625,7.611748675009267,0.0012737351070558867,0.00859262041137153,0.003497069425378332,59412,92419,0.6428548242244561,0.237648,0
offroad_course,7,random,0.5,39,True,1310720,633237,32768.0,0.5,9.814777100018546,0.0009155237817254475,0.006146306018404286,0.002942176463059731,69864,92419,0.755948452158106,0.279456,0
offroad_course,7,random,0.75,39,True,1966080,949635,49152.0,0.75,15.305594650021703,0.0004716907151638241,0.0031495073551137814,0.0018685586054388303,82651,92419,0.8943074476027657,0.330604,0
