scene,seed,allocator,fraction,frame,final,rays_fired,returns,rays_per_frame,ray_accounting,candidates_flagged,achieved_fraction,ms_per_frame,elev_mae,elev_rmse,elev_p95,n_compared,n_gt_cells,coverage_recall,coverage,n_extra,trav_precision,trav_recall,trav_f1,unsafe_rate,unknown_on_hazard,n_hazard_cells,n_free_cells,free_coverage,negative_detected,negative_unknown,negative_missed_unsafe,n_negative_cells,positive_detected,positive_unknown,positive_missed_unsafe,n_positive_cells,corridor_negative_detected,corridor_negative_missed_unsafe,n_corridor_negative,corridor_positive_detected,corridor_positive_missed_unsafe,n_corridor_positive
offroad_course,7,full,1.0,0,False,65536,31268,65536.0,True,0,1.0,24.27893500009759,0.005668910326317293,0.059218571076596095,0.004600929704882153,6955,92419,0.07525508823943129,0.02782,0,1.0,0.0019664196036908183,0.00392512077294686,0.013311148086522463,0.9847224323097867,6611,243389,0.02782,0.0,1.0,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70,0.0,0.0,1347,0.18181818181818182,0.09090909090909091,66
offroad_course,7,uniform,0.02,0,False,1280,640,1280.0,True,0,0.01953125,8.803666999938287,0.002553682393007396,0.018040263030158453,0.004607095343417966,561,92419,0.006070180374165486,0.002244,0,,0.0,,0.0007563152321887763,0.9992436847678112,6611,243389,0.002244,0.0,1.0,0.0,4858,0.0,0.9714285714285714,0.02857142857142857,70,0.0,0.0,1347,0.0,0.030303030303030304,66
offroad_course,7,uniform,0.05,0,False,3280,1640,3280.0,True,0,0.050048828125,11.162922000039543,0.0021743944144370377,0.014825279452262094,0.004574044754251608,1158,92419,0.01252989103972127,0.004632,0,,0.0,,0.0010588413250642867,0.9989411586749357,6611,243389,0.004632,0.0,1.0,0.0,4858,0.0,0.9714285714285714,0.02857142857142857,70,0.0,0.0,1347,0.0,0.030303030303030304,66
offroad_course,7,uniform,0.1,0,False,5632,2697,5632.0,True,0,0.0859375,10.528697000040665,0.0015202528066632513,0.0021814306185084795,0.004504985146305373,1677,92419,0.01814561940726474,0.006708,0,,0.0,,0.0,1.0,6611,243389,0.006708,0.0,1.0,0.0,4858,0.0,1.0,0.0,70,0.0,0.0,1347,0.0,0.0,66
offroad_course,7,uniform,0.2,0,False,10944,5312,10944.0,True,0,0.1669921875,13.879362000011497,0.002078541313497324,0.014237282629371769,0.0046502770133111,2725,92419,0.02948527900107121,0.0109,0,,0.0,,0.003932839207381637,0.9960671607926184,6611,243389,0.0109,0.0,1.0,0.0,4858,0.0,0.9428571428571428,0.05714285714285714,70,0.0,0.0,1347,0.0,0.06060606060606061,66
offroad_course,7,front_roi,0.02,0,False,1231,601,1231.0,True,0,0.0187835693359375,7.729375000053551,0.0016172272269094731,0.0021455023745987306,0.004568265644385888,433,92419,0.004685183782555535,0.001732,0,,0.0,,0.0,1.0,6611,243389,0.001732,0.0,1.0,0.0,4858,0.0,1.0,0.0,70,0.0,0.0,1347,0.0,0.0,66
offroad_course,7,front_roi,0.05,0,False,2512,1199,2512.0,True,0,0.038330078125,9.02700200003892,0.004070808773555472,0.026737109057139365,0.0047939814226735915,738,92419,0.00798537097350112,0.002952,0,,0.0,,0.0037815761609438815,0.9962184238390561,6611,243389,0.002952,0.0,1.0,0.0,4858,0.0,0.9428571428571428,0.05714285714285714,70,0.0,0.0,1347,0.0,0.06060606060606061,66
offroad_course,7,front_roi,0.1,0,False,4990,2398,4990.0,True,0,0.076141357421875,13.424595000060435,0.010113970609948519,0.08002162653748847,0.0050360990115522405,1331,92419,0.014401800495569094,0.005324,0,1.0,0.000605052185751021,0.0012093726379440665,0.0068068370896989866,0.99258811072455,6611,243389,0.005324,0.0,1.0,0.0,4858,0.05714285714285714,0.9,0.04285714285714286,70,0.0,0.0,1347,0.06060606060606061,0.045454545454545456,66
offroad_course,7,front_roi,0.2,0,False,7727,3715,7727.0,True,0,0.1179046630859375,14.832114999990154,0.011577364596214498,0.0877124221445181,0.004952074351877537,1680,92419,0.0181780802648806,0.00672,0,1.0,0.0013613674179397974,0.002719033232628399,0.008621993646952049,0.9900166389351082,6611,243389,0.00672,0.0,1.0,0.0,4858,0.12857142857142856,0.8428571428571429,0.02857142857142857,70,0.0,0.0,1347,0.13636363636363635,0.030303030303030304,66
offroad_course,7,raysense,0.02,0,False,1264,618,1264.0,True,0,0.019287109375,13.252129999955287,0.010771056821855224,0.09087469363651522,0.004639551101141337,481,92419,0.005204557504409266,0.001924,0,,0.0,,0.0013613674179397974,0.9986386325820602,6611,243389,0.001924,0.0,1.0,0.0,4858,0.0,1.0,0.0,70,0.0,0.0,1347,0.0,0.0,66
