scene,seed,allocator,fraction,frame,final,rays_fired,returns,rays_per_frame,ray_accounting,candidates_flagged,achieved_fraction,ms_per_frame,elev_mae,elev_rmse,elev_p95,n_compared,n_gt_cells,coverage_recall,coverage,n_extra,trav_precision,trav_recall,trav_f1,unsafe_rate,unknown_on_hazard,n_hazard_cells,n_free_cells,free_coverage,negative_detected,negative_unknown,negative_missed_unsafe,n_negative_cells,positive_detected,positive_unknown,positive_missed_unsafe,n_positive_cells
offroad_course,7,front_roi,0.1,0,False,4990,2398,4990.0,True,72,0.076141357421875,170.98707899998544,0.010113970609948519,0.08002162653748847,0.0050360990115522405,1331,92419,0.014401800495569094,0.005324,0,0.3815789473684211,0.004386628346694902,0.00867354568565874,0.0068068370896989866,0.9888065345636061,6611,243389,0.005612,0.004734458624948539,0.9952655413750514,0.0,4858,0.05714285714285714,0.9,0.04285714285714286,70
offroad_course,7,front_roi,0.2,0,False,7727,3715,7727.0,True,107,0.1179046630859375,185.30159200003027,0.011577364596214498,0.0877124221445181,0.004952074351877537,1680,92419,0.0181780802648806,0.00672,0,0.39655172413793105,0.006958100136136742,0.013676230117437193,0.008621993646952049,0.9844199062169112,6611,243389,0.007148,0.00699876492383697,0.993001235076163,0.0,4858,0.12857142857142856,0.8428571428571429,0.02857142857142857,70
offroad_course,7,front_roi,0.35,0,False,15652,7407,15652.0,True,197,0.23883056640625,231.6320600000381,0.014121653797110613,0.09854648591002177,0.005336572349919181,2510,92419,0.02715891753860137,0.01004,0,0.4095238095238095,0.013008621993646953,0.025216243952499634,0.013311148086522463,0.9736802299198306,6611,243389,0.010828,0.013791683820502264,0.9862083161794978,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70
offroad_course,7,front_roi,0.5,0,False,17214,8163,17214.0,True,205,0.262664794921875,237.8829470000028,0.013310259565789075,0.09538874104651067,0.005127144170090879,2679,92419,0.02898754585096138,0.010716,0,0.3944954128440367,0.013008621993646953,0.025186703763362135,0.013311148086522463,0.9736802299198306,6611,243389,0.011536,0.013791683820502264,0.9862083161794978,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70
offroad_course,7,front_roi,0.75,0,False,20064,9588,20064.0,True,205,0.30615234375,270.3998169999977,0.01066040756614651,0.08430625272026265,0.004973079793620054,3430,92419,0.037113580540797886,0.01372,0,0.3944954128440367,0.013008621993646953,0.025186703763362135,0.013311148086522463,0.9736802299198306,6611,243389,0.01454,0.013791683820502264,0.9862083161794978,0.0,4858,0.18571428571428572,0.7285714285714285,0.08571428571428572,70
offroad_course,7,full,1.0,5,False,393216,187681,65536.0,True,1647,1.0,626.6360126666749,0.006684247713399118,0.07301205956721027,0.003484510488211211,26018,92419,0.2815221978164663,0.104072,0,0.1907373552711761,0.047345333535017395,0.07586039747939893,0.06655574043261231,0.8860989260323703,6611,243389,0.110308,0.037258130918073284,0.9497735693701111,0.012968299711815562,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,uniform,0.02,5,False,7680,3840,1280.0,True,0,0.01953125,57.84810766668139,0.0025668293296505565,0.018971425088042268,0.00463960166565107,2732,92419,0.029561021002174878,0.010928,0,1.0,0.0007563152321887763,0.0015114873035066505,0.004386628346694902,0.9948570564211163,6611,243389,0.010928,0.0,0.9987649238369699,0.0012350761630300535,4858,0.07142857142857142,0.9,0.02857142857142857,70
offroad_course,7,uniform,0.05,5,False,19680,9840,3280.0,True,0,0.050048828125,182.11483049998378,0.0038178214023078787,0.035804811991220174,0.0045873067299428095,5162,92419,0.055854315671020026,0.020648,0,1.0,0.0015126304643775525,0.0030206917384080953,0.011949780668582665,0.9865375888670398,6611,243389,0.020648,0.0,0.9975298476739399,0.002470152326060107,4858,0.1,0.9,0.0,70
offroad_course,7,uniform,0.1,5,False,33792,16203,5632.0,True,408,0.0859375,170.95005116667986,0.003681029460898918,0.03286407496298661,0.004451144795563317,6893,92419,0.07458423051537022,0.027572,0,0.1957547169811321,0.012554832854333686,0.023596304193319116,0.013159885040084708,0.9742852821055816,6611,243389,0.0292,0.009468917249897077,0.9901193906957596,0.0004116920543433512,4858,0.08571428571428572,0.8857142857142857,0.02857142857142857,70
offroad_course,7,uniform,0.2,5,False,65664,31901,10944.0,True,553,0.1669921875,274.8847984999827,0.002930201387884334,0.029000988626543874,0.004204386123939402,10552,92419,0.11417565652084528,0.042208,0,0.20210896309314588,0.017395250340341853,0.032033426183844006,0.019966722129783693,0.9626380275298745,6611,243389,0.044372,0.013174145738987238,0.9831206257719226,0.0037052284890901604,4858,0.17142857142857143,0.8285714285714286,0.0,70
offroad_course,7,uniform,0.35,5,False,98304,47762,16384.0,True,822,0.25,312.76681133333756,0.002816031441735472,0.02899269723865125,0.00399539182466363,12525,92419,0.13552408054620804,0.0501,0,0.18951132300357568,0.024050824383603085,0.042684563758389256,0.023143246104976554,0.9528059295114204,6611,243389,0.053332,0.018731988472622477,0.975916014820914,0.005351996706463565,4858,0.2,0.8,0.0,70
offroad_course,7,uniform,0.5,5,False,196608,93842,32768.0,True,822,0.5,455.4530045000054,0.006882919163917571,0.07261675853155145,0.0038268688326848557,20495,92419,0.22176175894567135,0.08198,0,0.21173762945914845,0.027832400544546967,0.04919786096256685,0.04976554227802148,0.9224020571774315,6611,243389,0.085212,0.018731988472622477,0.9726224783861671,0.008645533141210375,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,uniform,0.75,5,False,196608,93842,32768.0,True,822,0.5,446.77804816664474,0.006882919163917571,0.07261675853155145,0.0038268688326848557,20495,92419,0.22176175894567135,0.08198,0,0.21173762945914845,0.027832400544546967,0.04919786096256685,0.04976554227802148,0.9224020571774315,6611,243389,0.085212,0.018731988472622477,0.9726224783861671,0.008645533141210375,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,front_roi,0.02,5,False,7386,3634,1231.0,True,230,0.0187835693359375,118.00076983334407,0.008023460635879848,0.052384919172665946,0.005310290918846078,2106,92419,0.022787522046332463,0.008424,0,0.3306122448979592,0.012252306761458175,0.023628938156359393,0.011042202389956134,0.9767054908485857,6611,243389,0.009344,0.009263071222725402,0.9907369287772746,0.0,4858,0.08571428571428572,0.8857142857142857,0.02857142857142857,70
offroad_course,7,front_roi,0.05,5,False,15072,7230,2512.0,True,306,0.038330078125,162.06775216664937,0.0059111925052918735,0.044550402091887396,0.005255004988393564,3328,92419,0.03600991138185871,0.013312,0,0.3177570093457944,0.015428830736651036,0.029428736295441432,0.018605354711843897,0.9659658145515051,6611,243389,0.014536,0.012762453684643887,0.9839440098806093,0.0032935364347468094,4858,0.17142857142857143,0.8285714285714286,0.0,70
offroad_course,7,front_roi,0.1,5,False,29940,14419,4990.0,True,414,0.076141357421875,199.1061846666753,0.018966731311376207,0.1247333550766837,0.006087546479249757,5295,92419,0.057293413691989745,0.02118,0,0.289760348583878,0.02011798517622145,0.03762376237623762,0.03675692028437453,0.9431250945394041,6611,243389,0.022824,0.012762453684643887,0.9812680115273775,0.005969534787978592,4858,0.32857142857142857,0.6714285714285714,0.0,70
offroad_course,7,front_roi,0.2,5,False,46362,22339,7727.0,True,613,0.1179046630859375,228.42816399999796,0.01879323782497707,0.12520035664699217,0.005854009573862542,6890,92419,0.07455176965775435,0.02756,0,0.272863568215892,0.027529874451671456,0.05001374003847211,0.04628649220995311,0.9261836333383754,6611,243389,0.029984,0.018731988472622477,0.9728283244133388,0.0084396871140387,4858,0.37142857142857144,0.6285714285714286,0.0,70
offroad_course,7,front_roi,0.35,5,False,93912,44539,15652.0,True,1108,0.23883056640625,295.906097166674,0.01648606220522993,0.1168265117486076,0.0051656163544486185,10077,92419,0.10903602073166772,0.040308,0,0.2667238421955403,0.047042807442141885,0.07997942651407997,0.06247163817879292,0.8904855543790652,6611,243389,0.04468,0.037258130918073284,0.9501852614244545,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,front_roi,0.5,5,False,103284,49072,17214.0,True,1166,0.262664794921875,301.4939061666742,0.015415256308664353,0.11266673894429967,0.004928939951769693,10843,92419,0.11732435970958353,0.043372,0,0.2563891178895301,0.047042807442141885,0.07949897750511248,0.06307669036454394,0.8898805021933142,6611,243389,0.047932,0.037258130918073284,0.9501852614244545,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,front_roi,0.75,5,False,120384,57622,20064.0,True,1166,0.30615234375,343.9891093333263,0.012789765078669931,0.1019840275499497,0.004633666252303395,13209,92419,0.1429251560826237,0.052836,0,0.2563891178895301,0.047042807442141885,0.07949897750511248,0.06292542731810619,0.8900317652397519,6611,243389,0.057396,0.037258130918073284,0.9501852614244545,0.012556607657472211,4858,0.45714285714285713,0.5428571428571428,0.0,70
offroad_course,7,full,1.0,10,False,720896,344243,65536.0,True,3144,1.0,739.3355665454609,0.004917628184272714,0.06670421465875619,0.0031801770005756708,41210,92419,0.4459039807831723,0.16484,0,0.17601662214306915,0.08969898653758887,0.11883767535070139,0.07593404931175314,0.834366964150658,6611,243389,0.1765,0.04363935776039522,0.9407163441745574,0.015644298065047343,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,uniform,0.02,10,False,14080,7040,1280.0,True,0,0.01953125,64.23162090909396,0.0038421603305857375,0.02978079008615252,0.00507332342222536,4567,92419,0.04941624557720815,0.018268,0,1.0,0.009983361064891847,0.019769357495881382,0.01089093934351838,0.9791256995915898,6611,243389,0.018268,0.002470152326060107,0.9952655413750514,0.0022643062988884316,4858,0.11428571428571428,0.8571428571428571,0.02857142857142857,70
offroad_course,7,uniform,0.05,10,False,36080,18040,3280.0,True,0,0.050048828125,212.91067454544853,0.003001958564331987,0.023944921296443145,0.0047537089375076225,8256,92419,0.0893322801588418,0.033024,0,0.9253731343283582,0.018756617758281652,0.03676797627872498,0.018454091665406142,0.9627892905763122,6611,243389,0.033024,0.0037052284890901604,0.9940304652120214,0.0022643062988884316,4858,0.22857142857142856,0.7571428571428571,0.014285714285714285,70
offroad_course,7,uniform,0.1,10,False,61952,29743,5632.0,True,782,0.0859375,207.24812136364272,0.0027516894213523544,0.021149351828272402,0.004600089052388902,10858,92419,0.11748666399766282,0.043432,0,0.22341568206229862,0.03146271365905309,0.05515778308141076,0.020269248222659204,0.9482680381182877,6611,243389,0.046556,0.013585837793330589,0.9837381638534376,0.0026759983532317825,4858,0.24285714285714285,0.7571428571428571,0.0,70
offroad_course,7,uniform,0.2,10,False,120384,58543,10944.0,True,1052,0.1669921875,329.11116427272253,0.0023540192350308634,0.019846070968052795,0.004261962557763753,16625,92419,0.17988725262121424,0.0665,0,0.20823045267489712,0.03826955074875208,0.06465627395859955,0.0317652397519286,0.9299652094993193,6611,243389,0.070628,0.016673528200905723,0.9792095512556608,0.004116920543433511,4858,0.3142857142857143,0.6714285714285714,0.014285714285714285,70
offroad_course,7,uniform,0.35,10,False,180224,87643,16384.0,True,1569,0.25,376.35128045454536,0.002181175639493501,0.018908557135404194,0.003952272101355445,19986,92419,0.2162542334368474,0.079944,0,0.17463976945244958,0.045832703070639844,0.07260963335729691,0.03736197247012555,0.9168053244592346,6611,243389,0.086132,0.022643062988884313,0.9720049403046521,0.005351996706463565,4858,0.35714285714285715,0.6285714285714286,0.014285714285714285,70
offroad_course,7,uniform,0.5,10,False,360448,172123,32768.0,True,1569,0.5,533.9885348181858,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0,0.22795698924731184,0.06413553168960823,0.1001062448353205,0.060202692482226594,0.8756617758281652,6611,243389,0.1328,0.02387813915191437,0.9652120214079868,0.010909839440098806,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,uniform,0.75,10,False,360448,172123,32768.0,True,1569,0.5,526.5160154545315,0.005772163239722442,0.07160166937312892,0.0037371172108773333,31674,92419,0.342721734708231,0.126696,0,0.22795698924731184,0.06413553168960823,0.1001062448353205,0.060202692482226594,0.8756617758281652,6611,243389,0.1328,0.02387813915191437,0.9652120214079868,0.010909839440098806,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,front_roi,0.02,10,False,13541,6698,1231.0,True,386,0.0187835693359375,129.8830817272832,0.005703086004729322,0.038256343158938416,0.005772708035954414,3538,92419,0.038282171414968785,0.014152,0,0.3180873180873181,0.023143246104976554,0.043147208121827416,0.016336409015277567,0.9605203448797459,6611,243389,0.015696,0.011733223548785508,0.9857966241251543,0.002470152326060107,4858,0.24285714285714285,0.7571428571428571,0.0,70
offroad_course,7,front_roi,0.05,10,False,27632,13306,2512.0,True,510,0.038330078125,183.702514909085,0.005603146727314397,0.04099807355161952,0.005585215798818986,5638,92419,0.06100477174606953,0.022552,0,0.31937984496124033,0.031160187566177583,0.056780595369349506,0.02768113749810921,0.9411586749357133,6611,243389,0.024592,0.015644298065047343,0.9802387813915191,0.004116920543433511,4858,0.3142857142857143,0.6714285714285714,0.014285714285714285,70
offroad_course,7,front_roi,0.1,10,False,54890,26491,4990.0,True,742,0.076141357421875,235.58196790910105,0.017782642885289964,0.13194662326641052,0.005840308772814853,8589,92419,0.09293543535420205,0.034356,0,0.3231707317073171,0.04810164876720617,0.08373930217248189,0.04386628346694903,0.9080320677658448,6611,243389,0.03728,0.018114450391107453,0.9740634005763689,0.007822149032523672,4858,0.4,0.6,0.0,70
offroad_course,7,front_roi,0.2,10,False,84997,41034,7727.0,True,1101,0.1179046630859375,272.51111136362994,0.015931880312182657,0.12436741103947588,0.005560006991434994,11113,92419,0.12024583689501077,0.044452,0,0.28038067349926793,0.05793374678566026,0.09602607496552587,0.056874905460595974,0.8851913477537438,6611,243389,0.048748,0.025113215314944422,0.9656237134623302,0.009263071222725402,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,front_roi,0.35,10,False,172172,81810,15652.0,True,1946,0.23883056640625,351.2006678181892,0.012286523119340906,0.10638281973109412,0.004955670100380988,16335,92419,0.17674936971834795,0.06534,0,0.24458204334365324,0.08364846468007865,0.12466185752930568,0.07321131447587355,0.8431402208440478,6611,243389,0.072828,0.04363935776039522,0.9409221902017291,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,front_roi,0.5,10,False,189354,90119,17214.0,True,2078,0.262664794921875,361.53467154544865,0.011472866571258952,0.10233226472313368,0.004797981154234873,17644,92419,0.19091312392473408,0.070576,0,0.23393532129357414,0.08425351686582967,0.12388790035587188,0.07351384056874906,0.8422326425654213,6611,243389,0.078532,0.0438452037875669,0.9407163441745574,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,front_roi,0.75,10,False,220704,105794,20064.0,True,2078,0.30615234375,411.61542045453166,0.009679440843368853,0.093484261984656,0.004587471144753629,21068,92419,0.22796178275030027,0.084272,0,0.24094881398252185,0.0875813038874603,0.12846682937652543,0.07290878838299804,0.8395099077295417,6611,243389,0.092228,0.0438452037875669,0.9407163441745574,0.01543845203787567,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,full,1.0,15,False,1048576,501781,65536.0,True,3965,1.0,813.8826706250057,0.0035090521910911255,0.053823453448141045,0.0027704773308032697,53202,92419,0.5756608489596295,0.212808,0,0.19843400447427292,0.1341703221902889,0.16009385434527568,0.07411889275450008,0.791710785055211,6611,243389,0.227244,0.058460271716755864,0.9219843557019349,0.01955537258130918,4858,0.5571428571428572,0.44285714285714284,0.0,70
offroad_course,7,uniform,0.02,15,False,20480,10240,1280.0,True,0,0.01953125,70.41017550000106,0.007270882067234068,0.05373959013901353,0.005577988154629248,6389,92419,0.06913080643590604,0.025556,0,0.9865470852017937,0.033277870216306155,0.06438396254023998,0.009832098018454092,0.9568900317652398,6611,243389,0.025556,0.006175380815150268,0.9907369287772746,0.003087690407575134,4858,0.18571428571428572,0.7714285714285715,0.04285714285714286,70
offroad_course,7,uniform,0.05,15,False,52480,26240,3280.0,True,0,0.050048828125,241.69626049999238,0.005696956129803954,0.045915122749837674,0.004977314161570574,11182,92419,0.1209924366201755,0.044728,0,0.9514285714285714,0.0503705944637725,0.09567590863381696,0.024655876569354106,0.9249735289668733,6611,243389,0.044728,0.0084396871140387,0.9862083161794978,0.005351996706463565,4858,0.3142857142857143,0.6857142857142857,0.0,70
offroad_course,7,uniform,0.1,15,False,90112,43530,5632.0,True,986,0.0859375,235.3315445624986,0.0028262111587238343,0.01936262053650813,0.0045825705404854925,14799,92419,0.16012941061902855,0.059196,0,0.30962962962962964,0.0632279534109817,0.10501193317422435,0.02420208743004084,0.9125699591589774,6611,243389,0.063136,0.02058460271716756,0.9693289419514204,0.010086455331412104,4858,0.3,0.6571428571428571,0.04285714285714286,70
offroad_course,7,uniform,0.2,15,False,175104,85513,10944.0,True,1325,0.1669921875,375.48010181249936,0.0038479458250226667,0.038363267649837614,0.004146120081800736,22036,92419,0.23843581947435052,0.088144,0,0.2877030162412993,0.07502647103312661,0.11901619676064787,0.039025865980940856,0.8859476629859325,6611,243389,0.093316,0.026965829559489504,0.9648003293536435,0.008233841086867023,4858,0.44285714285714284,0.5571428571428572,0.0,70
offroad_course,7,uniform,0.35,15,False,262144,128015,16384.0,True,1977,0.25,423.79501625000415,0.0035035891497245267,0.037099492430402135,0.003845426500670295,26577,92419,0.2875707376188879,0.106308,0,0.22896609460025116,0.08274088640145212,0.12155555555555556,0.0459839661170776,0.8712751474814703,6611,243389,0.11408,0.03396459448332647,0.9569781803211198,0.009057225195553726,4858,0.42857142857142855,0.5714285714285714,0.0,70
offroad_course,7,uniform,0.5,15,False,524288,250895,32768.0,True,1976,0.5,595.8001228124986,0.004410586193922605,0.05903348261293331,0.0035980682637869995,40819,92419,0.44167324900723876,0.163276,0,0.2759433962264151,0.10618665859930419,0.1533588203167668,0.05853879897141128,0.8352745424292846,6611,243389,0.170884,0.038081515026759986,0.9458624948538493,0.016055990119390694,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,uniform,0.75,15,False,524288,250895,32768.0,True,1976,0.5,584.4846886874891,0.004410586193922605,0.05903348261293331,0.0035980682637869995,40819,92419,0.44167324900723876,0.163276,0,0.2759433962264151,0.10618665859930419,0.1533588203167668,0.05853879897141128,0.8352745424292846,6611,243389,0.170884,0.038081515026759986,0.9458624948538493,0.016055990119390694,4858,0.5142857142857142,0.4857142857142857,0.0,70
offroad_course,7,front_roi,0.02,15,False,19696,9840,1231.0,True,464,0.0187835693359375,140.55609318750584,0.007833595297488567,0.047197855318080635,0.006056190020365511,5062,92419,0.054772287083824756,0.020248,0,0.40702781844802344,0.04205112690969596,0.07622703591993418,0.02132808954772349,0.9366207835425805,6611,243389,0.022104,0.014820913956360642,0.9779744750926307,0.007204610951008645,4858,0.24285714285714285,0.7142857142857143,0.04285714285714286,70
offroad_course,7,front_roi,0.05,15,False,40192,19480,2512.0,True,616,0.038330078125,203.89602887499692,0.010664465194435256,0.06935330776490675,0.006058719632739712,7716,92419,0.08348932578798732,0.030864,0,0.40416210295728366,0.05581606413553169,0.09808612440191387,0.036605657237936774,0.9075782786265315,6611,243389,0.033312,0.021613832853025938,0.9738575545491972,0.004528612597776863,4858,0.4,0.6,0.0,70
offroad_course,7,front_roi,0.1,15,False,79840,38756,4990.0,True,921,0.076141357421875,264.6975791250057,0.014101644549875586,0.1090830391500401,0.005687908726889488,11547,92419,0.12494184096343826,0.046188,0,0.39657631954350925,0.08410225381939192,0.13877449145139148,0.04477386174557556,0.8711238844350325,6611,243389,0.049796,0.02881844380403458,0.9619184849732401,0.009263071222725402,4858,0.42857142857142855,0.5714285714285714,0.0,70
offroad_course,7,front_roi,0.2,15,False,123632,60018,7727.0,True,1359,0.1179046630859375,304.1958306249945,0.012030746868840966,0.10076468096524369,0.005237271376054954,14864,92419,0.1608327292007055,0.059456,0,0.34356802541027,0.09816971713810316,0.15270588235294116,0.056874905460595974,0.8449553774013009,6611,243389,0.06468,0.036228900782214905,0.9505969534787979,0.013174145738987238,4858,0.4714285714285714,0.5285714285714286,0.0,70
offroad_course,7,front_roi,0.35,15,False,250432,119552,15652.0,True,2387,0.23883056640625,393.0095843750046,0.008995115266057747,0.0849468523872102,0.004639069848400434,21625,92419,0.23398868198097794,0.0865,0,0.28400399068839377,0.12917864165784299,0.17758369723435224,0.07260626229012253,0.7982150960520344,6611,243389,0.09542,0.05784273363524084,0.9248662000823384,0.01729106628242075,4858,0.5571428571428572,0.44285714285714284,0.0,70
offroad_course,7,front_roi,0.5,15,False,275424,131693,17214.0,True,2563,0.262664794921875,406.87228568749845,0.008316775417665796,0.08153102731567603,0.0045129794498779685,23371,92419,0.25288090111340744,0.093484,0,0.2697409981048642,0.12917864165784299,0.1746957144318298,0.07290878838299804,0.7979125699591589,6611,243389,0.103036,0.05804857966241252,0.9244545080279951,0.017496912309592424,4858,0.5428571428571428,0.45714285714285713,0.0,70
offroad_course,7,front_roi,0.75,15,False,321024,154493,20064.0,True,2563,0.30615234375,461.0344464999869,0.007099150859238467,0.0749160512738842,0.004276224360167459,27598,92419,0.2986182494941516,0.110392,0,0.2748354747727985,0.13265769172591135,0.1789430728422771,0.07381636666162457,0.793525941612464,6611,243389,0.119944,0.05784273363524084,0.923219431864965,0.018937834499794155,4858,0.5428571428571428,0.45714285714285713,0.0,70
offroad_course,7,full,1.0,20,False,1376256,660399,65536.0,True,4067,1.0,868.0793633333359,0.0028402591919485165,0.045761876004163836,0.002472670353105903,63823,92419,0.6905831052056395,0.255292,0,0.2075187969924812,0.1461201028588716,0.17148943724480742,0.09211919528059295,0.7617607018605355,6611,243389,0.269596,0.06401811445039111,0.9147797447509263,0.021202140798682587,4858,0.6571428571428571,0.34285714285714286,0.0,70
offroad_course,7,uniform,0.02,20,False,26880,13440,1280.0,True,0,0.01953125,76.28448833333138,0.010610010611464113,0.0758744900381229,0.005970732251941864,8029,92419,0.08687607526590853,0.032116,0,0.9779411764705882,0.0402359703524429,0.07729187854133371,0.026017243987293905,0.9337467856602631,6611,243389,0.032116,0.006175380815150268,0.9895018526142445,0.004322766570605188,4858,0.2857142857142857,0.7,0.014285714285714285,70
offroad_course,7,uniform,0.05,20,False,68880,34440,3280.0,True,0,0.050048828125,261.601511952376,0.00781208676524786,0.06487368359496838,0.0050768473948883085,13694,92419,0.14817299473052079,0.054776,0,0.9408983451536643,0.060202692482226594,0.1131646289451237,0.03917712902737861,0.9006201784903948,6611,243389,0.054776,0.009057225195553726,0.9837381638534376,0.007204610951008645,4858,0.42857142857142855,0.5714285714285714,0.0,70
offroad_course,7,uniform,0.1,20,False,118272,57584,5632.0,True,1012,0.0859375,257.294418142857,0.0023448575423110486,0.01436428526258523,0.004486807084258786,18525,92419,0.20044579577792446,0.0741,0,0.33310104529616724,0.07230373619724702,0.11881680338056179,0.03191650279836636,0.8957797610043866,6611,243389,0.078128,0.020790448744339236,0.9687114038699053,0.010498147385755455,4858,0.4857142857142857,0.5142857142857142,0.0,70
offroad_course,7,uniform,0.2,20,False,229824,112839,10944.0,True,1359,0.1669921875,411.75804547618725,0.004970622035118935,0.05224195895655211,0.004250858142583707,27128,92419,0.2935327151343338,0.108512,0,0.30242825607064017,0.08289214944788988,0.1301199097708655,0.06549689910754802,0.8516109514445621,6611,243389,0.113796,0.03025936599423631,0.9547138740222314,0.015026759983532317,4858,0.5285714285714286,0.4714285714285714,0.0,70
